Age,Work Class,Education,Marital Status,Height (cm),Number of Siblings,Occupation,Relatioship,Race,Gender,Hours Per Week,Country,Income Per Annum
42, Private, HS-grad, Married-civ-spouse,182,4, Machine-op-inspct, Husband, White, Male,40, United-States,25614
22, Private, HS-grad, Never-married,152,5, Adm-clerical, Own-child, Black, Female,38, United-States,22879
44, Private, Assoc-acdm, Married-civ-spouse,158,5, Sales, Husband, White, Male,40, United-States,156041
42, Local-gov, Some-college, Married-civ-spouse,154,6, Transport-moving, Husband, White, Male,40, United-States,31889
21, Private, HS-grad, Never-married,171,6, Adm-clerical, Unmarried, White, Male,40, United-States,38403
25, Private, Assoc-acdm, Divorced,165,2, Adm-clerical, Not-in-family, Black, Female,45, United-States,48795
31, Private, 1st-4th, Separated,174,5, Handlers-cleaners, Unmarried, White, Male,35, Honduras,30901
42, Private, Some-college, Divorced,159,5, Craft-repair, Not-in-family, White, Male,38, United-States,34054
26, Private, 9th, Married-civ-spouse,197,1, Craft-repair, Husband, White, Male,20, United-States,21104
62, Private, Some-college, Married-civ-spouse,197,6, Exec-managerial, Husband, White, Male,98, United-States,199046
28, Private, Bachelors, Married-civ-spouse,162,5, Exec-managerial, Husband, White, Male,50, United-States,119504
34, Private, Masters, Married-civ-spouse,155,6, Exec-managerial, Husband, White, Male,40, United-States,30940
51, Private, Bachelors, Married-civ-spouse,159,5, Handlers-cleaners, Husband, White, Male,40, United-States,31519
45, Local-gov, Masters, Married-civ-spouse,160,0, Prof-specialty, Wife, White, Female,45, United-States,103232
44, Private, Some-college, Married-civ-spouse,146,5, Transport-moving, Husband, White, Male,50, United-States,157753
47, ?, 7th-8th, Married-civ-spouse,176,3, ?, Husband, White, Male,10, United-States,35830
35, Private, Some-college, Married-spouse-absent,162,5, Farming-fishing, Own-child, White, Male,40, United-States,41145
46, Private, 7th-8th, Married-civ-spouse,176,4, Transport-moving, Husband, White, Male,40, United-States,45823
46, Private, Assoc-acdm, Never-married,172,4, Tech-support, Not-in-family, White, Male,56, United-States,20810
46, Private, Bachelors, Married-civ-spouse,165,1, Exec-managerial, Husband, White, Male,53, United-States,91337
66, Self-emp-not-inc, Bachelors, Married-civ-spouse,162,4, Exec-managerial, Husband, White, Male,8, United-States,91934
34, State-gov, HS-grad, Separated,192,2, Adm-clerical, Unmarried, White, Female,20, United-States,22911
26, Private, Assoc-acdm, Married-civ-spouse,155,5, Sales, Husband, White, Male,40, United-States,42740
29, Private, HS-grad, Married-civ-spouse,150,4, Craft-repair, Husband, White, Male,40, United-States,113968
30, Private, HS-grad, Never-married,145,1, Other-service, Not-in-family, Black, Male,40, ?,35836
23, Private, Bachelors, Never-married,167,6, Adm-clerical, Own-child, White, Female,40, United-States,35155
46, Private, 9th, Married-civ-spouse,189,1, Machine-op-inspct, Wife, White, Female,40, United-States,20698
44, ?, 10th, Married-civ-spouse,150,6, ?, Husband, White, Male,40, United-States,33307
54, Private, Masters, Married-civ-spouse,180,1, Sales, Husband, White, Male,68, United-States,156851
54, Self-emp-not-inc, 7th-8th, Married-civ-spouse,179,6, Farming-fishing, Husband, White, Male,60, United-States,32477
71, Private, 9th, Widowed,163,6, Sales, Unmarried, White, Female,13, United-States,22345
51, Private, 12th, Married-civ-spouse,179,1, Craft-repair, Husband, White, Male,45, United-States,23500
32, Private, HS-grad, Never-married,161,5, Craft-repair, Not-in-family, White, Male,40, United-States,40969
75, ?, HS-grad, Married-AF-spouse,185,6, ?, Wife, White, Female,14, United-States,21221
57, Private, 11th, Married-spouse-absent,185,5, Craft-repair, Not-in-family, White, Male,40, Canada,38385
34, Private, 9th, Never-married,157,2, Craft-repair, Not-in-family, White, Male,40, United-States,20431
40, Private, Bachelors, Divorced,176,4, Sales, Not-in-family, White, Male,40, United-States,194973
21, Private, HS-grad, Never-married,184,6, Exec-managerial, Own-child, White, Female,40, United-States,27993
50, Private, Masters, Married-civ-spouse,169,6, Prof-specialty, Husband, White, Male,40, United-States,195414
32, Private, Assoc-voc, Never-married,155,6, Craft-repair, Not-in-family, White, Male,44, Ireland,49613
37, Local-gov, Bachelors, Married-civ-spouse,192,5, Prof-specialty, Wife, White, Female,50, United-States,142421
19, Private, 7th-8th, Married-civ-spouse,192,2, Craft-repair, Husband, White, Male,99, United-States,32552
64, Private, HS-grad, Widowed,183,3, Adm-clerical, Not-in-family, White, Female,30, United-States,47329
17, Private, 11th, Never-married,183,5, Other-service, Own-child, Black, Male,20, United-States,26266
37, Private, Assoc-voc, Married-civ-spouse,170,5, Other-service, Husband, White, Male,40, United-States,29228
32, Private, Some-college, Never-married,163,5, Craft-repair, Not-in-family, White, Male,45, United-States,22541
20, Private, Some-college, Never-married,149,2, Other-service, Own-child, Black, Male,20, United-States,40497
39, Self-emp-not-inc, Doctorate, Never-married,170,6, Prof-specialty, Not-in-family, White, Male,40, United-States,108720
18, Private, 12th, Never-married,184,6, Handlers-cleaners, Own-child, White, Male,40, Columbia,47530
42, Private, Masters, Married-civ-spouse,148,0, Prof-specialty, Husband, White, Male,50, United-States,118716
43, Private, Some-college, Married-civ-spouse,163,0, Sales, Husband, White, Male,40, United-States,169278
42, Private, Bachelors, Married-civ-spouse,157,5, Adm-clerical, Husband, White, Male,55, United-States,136711
53, Local-gov, Bachelors, Married-civ-spouse,198,0, Prof-specialty, Wife, White, Female,60, United-States,195520
52, Private, HS-grad, Married-civ-spouse,167,4, Sales, Husband, White, Male,40, United-States,33185
51, Private, 10th, Never-married,197,6, Farming-fishing, Own-child, White, Male,40, United-States,21397
77, Self-emp-inc, Some-college, Married-civ-spouse,153,3, Sales, Husband, White, Male,8, United-States,38251
25, Private, Some-college, Never-married,174,5, Sales, Own-child, Black, Female,30, United-States,46185
38, Local-gov, Some-college, Never-married,161,6, Prof-specialty, Own-child, White, Male,40, United-States,26435
20, Private, HS-grad, Never-married,189,0, Other-service, Not-in-family, White, Male,40, United-States,32816
23, Private, HS-grad, Never-married,180,1, Craft-repair, Not-in-family, White, Male,30, United-States,31254
27, Private, HS-grad, Never-married,151,6, Adm-clerical, Own-child, White, Female,40, United-States,23761
19, Private, 11th, Never-married,193,0, Other-service, Own-child, White, Female,40, United-States,38224
41, Private, Bachelors, Married-civ-spouse,199,1, Sales, Husband, White, Male,40, United-States,112179
47, Federal-gov, Some-college, Married-civ-spouse,163,4, Exec-managerial, Husband, Black, Male,40, United-States,21747
72, ?, Bachelors, Separated,153,1, ?, Not-in-family, White, Female,7, United-States,47024
42, Private, Masters, Never-married,147,4, Exec-managerial, Not-in-family, White, Female,40, United-States,27321
36, Private, Bachelors, Married-civ-spouse,188,3, Sales, Husband, White, Male,40, United-States,183937
42, Self-emp-inc, Masters, Married-civ-spouse,170,1, Farming-fishing, Husband, White, Male,60, United-States,104000
24, Private, Bachelors, Never-married,148,0, Adm-clerical, Own-child, White, Female,40, United-States,32956
22, Private, HS-grad, Never-married,193,1, Handlers-cleaners, Own-child, White, Male,40, United-States,21811
29, Private, 1st-4th, Married-civ-spouse,188,0, Other-service, Husband, White, Male,40, ?,49025
42, Private, Prof-school, Married-civ-spouse,173,6, Exec-managerial, Husband, White, Male,40, United-States,184394
24, Private, Bachelors, Never-married,171,6, Prof-specialty, Own-child, White, Male,20, United-States,30059
41, Private, Some-college, Married-civ-spouse,161,6, Adm-clerical, Husband, White, Male,45, United-States,175860
29, Private, HS-grad, Never-married,162,6, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,40, Philippines,36777
36, Private, HS-grad, Divorced,176,5, Craft-repair, Own-child, White, Male,40, United-States,44876
78, Self-emp-inc, HS-grad, Widowed,159,1, Sales, Not-in-family, White, Male,45, United-States,161309
43, Private, Assoc-voc, Married-civ-spouse,148,4, Tech-support, Wife, White, Female,32, United-States,178283
34, State-gov, Some-college, Separated,152,0, Exec-managerial, Own-child, White, Female,40, United-States,38998
20, ?, Some-college, Never-married,167,3, ?, Own-child, White, Female,40, United-States,23984
24, Private, 12th, Married-civ-spouse,169,1, Craft-repair, Husband, White, Male,40, United-States,32952
36, Federal-gov, Assoc-voc, Married-civ-spouse,145,0, Tech-support, Husband, White, Male,40, United-States,34113
49, Private, Some-college, Married-civ-spouse,194,3, Sales, Husband, White, Male,44, United-States,48452
21, Private, 9th, Never-married,152,4, Transport-moving, Own-child, White, Male,40, United-States,21932
51, Private, Assoc-acdm, Separated,188,6, Other-service, Not-in-family, Black, Female,40, United-States,27063
30, Private, HS-grad, Married-civ-spouse,168,5, Tech-support, Husband, White, Male,40, United-States,47734
37, Private, HS-grad, Never-married,195,1, Craft-repair, Not-in-family, White, Male,40, United-States,42809
30, Private, Assoc-voc, Never-married,187,0, Adm-clerical, Not-in-family, White, Female,40, United-States,32166
20, ?, Some-college, Never-married,168,5, ?, Other-relative, Black, Male,10, United-States,36477
46, Private, HS-grad, Married-civ-spouse,166,1, Craft-repair, Husband, White, Male,40, United-States,24706
24, Local-gov, HS-grad, Never-married,160,6, Other-service, Own-child, White, Male,40, United-States,33801
32, Private, Bachelors, Married-civ-spouse,179,2, Sales, Husband, White, Male,42, United-States,98263
36, Private, Some-college, Divorced,163,6, Prof-specialty, Not-in-family, White, Male,50, United-States,28359
30, Private, 11th, Married-spouse-absent,150,5, Handlers-cleaners, Unmarried, White, Female,40, United-States,45985
60, State-gov, Some-college, Married-civ-spouse,154,5, Transport-moving, Husband, White, Male,40, United-States,29644
56, Local-gov, Some-college, Divorced,182,3, Exec-managerial, Not-in-family, White, Female,40, United-States,26362
57, Private, 11th, Married-civ-spouse,166,3, Machine-op-inspct, Husband, White, Male,40, United-States,25423
61, Federal-gov, Bachelors, Married-civ-spouse,167,6, Exec-managerial, Wife, White, Female,40, United-States,45249
50, Private, HS-grad, Married-civ-spouse,161,0, Craft-repair, Husband, White, Male,40, United-States,94945
56, Self-emp-not-inc, HS-grad, Married-civ-spouse,147,2, Exec-managerial, Husband, White, Male,48, United-States,35914
61, Self-emp-inc, Some-college, Married-civ-spouse,153,4, Sales, Husband, White, Male,35, United-States,163168
45, Private, Masters, Divorced,147,3, Exec-managerial, Unmarried, White, Male,70, United-States,146888
31, Private, Masters, Married-civ-spouse,149,4, Prof-specialty, Husband, White, Male,40, United-States,120930
60, Self-emp-not-inc, HS-grad, Never-married,172,6, Exec-managerial, Not-in-family, Black, Male,50, United-States,74203
26, Private, Some-college, Married-civ-spouse,188,0, Prof-specialty, Husband, White, Male,40, United-States,47248
56, Self-emp-not-inc, 11th, Married-civ-spouse,165,6, Other-service, Wife, White, Female,40, United-States,26128
45, Private, 11th, Widowed,174,0, Other-service, Unmarried, White, Female,40, United-States,26038
28, Private, Assoc-acdm, Never-married,189,3, Exec-managerial, Not-in-family, White, Male,65, United-States,103869
45, Self-emp-not-inc, Some-college, Married-civ-spouse,157,3, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,40, United-States,20110
58, Private, 9th, Married-civ-spouse,192,1, Handlers-cleaners, Husband, White, Male,40, United-States,40555
38, Private, Assoc-voc, Never-married,184,1, Tech-support, Not-in-family, White, Female,40, United-States,48981
23, Private, Bachelors, Never-married,195,6, Exec-managerial, Own-child, White, Female,40, United-States,47497
49, Private, HS-grad, Married-civ-spouse,147,2, Craft-repair, Husband, White, Male,40, United-States,54802
19, Private, Some-college, Never-married,152,4, Sales, Own-child, White, Female,25, United-States,38740
22, Private, HS-grad, Never-married,154,5, Other-service, Own-child, White, Male,40, United-States,28398
23, Private, HS-grad, Married-civ-spouse,190,5, Machine-op-inspct, Husband, White, Male,50, United-States,36507
23, Private, HS-grad, Married-civ-spouse,197,1, Adm-clerical, Wife, White, Female,40, United-States,31954
40, Private, HS-grad, Married-civ-spouse,170,6, Craft-repair, Husband, White, Male,25, United-States,48911
55, Federal-gov, Bachelors, Never-married,153,1, Prof-specialty, Not-in-family, White, Female,40, United-States,40261
34, State-gov, Assoc-voc, Never-married,197,4, Prof-specialty, Not-in-family, White, Female,40, United-States,35693
21, Private, HS-grad, Married-civ-spouse,149,5, Machine-op-inspct, Husband, Black, Male,40, United-States,46424
28, Private, HS-grad, Never-married,155,4, Other-service, Own-child, White, Female,40, United-States,38272
43, Federal-gov, Bachelors, Married-spouse-absent,188,5, Tech-support, Not-in-family, Asian-Pac-Islander, Male,40, United-States,40535
17, Private, 9th, Never-married,157,6, Transport-moving, Not-in-family, White, Male,20, United-States,36218
51, Self-emp-not-inc, 10th, Widowed,173,6, Transport-moving, Other-relative, White, Female,40, United-States,33074
37, Private, HS-grad, Married-civ-spouse,198,5, Sales, Husband, White, Male,40, United-States,142906
54, Self-emp-inc, Bachelors, Married-civ-spouse,181,2, Sales, Husband, White, Male,50, United-States,131869
24, Private, Bachelors, Never-married,195,6, Sales, Not-in-family, White, Male,30, United-States,37930
35, Private, HS-grad, Married-civ-spouse,175,6, Craft-repair, Husband, White, Male,40, United-States,137118
48, Private, HS-grad, Never-married,176,5, Machine-op-inspct, Not-in-family, Black, Female,40, United-States,35956
